"Name","ID","Sweep","Runtime","dy_config.base_model.checkpoint_dir","dy_config.base_model.config_dir","dy_config.data.in_distribution.dataloader_args.dataset","dy_config.data.in_distribution.dataloader_args.dgm_args.length","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.in_distribution.dataloader_args.dgm_args.seed","dy_config.data.in_distribution.dataloader_args.make_valid_loader","dy_config.data.in_distribution.dataloader_args.test_batch_size","dy_config.data.in_distribution.dataloader_args.train_batch_size","dy_config.data.in_distribution.dataloader_args.valid_batch_size","dy_config.data.in_distribution.pick_loader","dy_config.data.out_of_distribution.dataloader_args.dataset","dy_config.data.out_of_distribution.dataloader_args.dgm_args.length","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.checkpoint_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.model_loading_config.config_dir","dy_config.data.out_of_distribution.dataloader_args.dgm_args.seed","dy_config.data.out_of_distribution.dataloader_args.make_valid_loader","dy_config.data.out_of_distribution.dataloader_args.test_batch_size","dy_config.data.out_of_distribution.dataloader_args.train_batch_size","dy_config.data.out_of_distribution.dataloader_args.valid_batch_size","dy_config.data.out_of_distribution.pick_loader","dy_config.ood.bypass_visualization","dy_config.ood.histogram_limit","dy_config.ood.method","dy_config.ood.method_args.adaptive_measurement","dy_config.ood.method_args.adaptive_train_data_buffer_size","dy_config.ood.method_args.chunk_size","dy_config.ood.method_args.compression_type","dy_config.ood.method_args.correction_coeff","dy_config.ood.method_args.dimension_tolerance","dy_config.ood.method_args.encoding_model_args.chunk_size","dy_config.ood.method_args.encoding_model_args.diff_transform","dy_config.ood.method_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.encoding_model_args.use_functorch","dy_config.ood.method_args.encoding_model_args.use_vmap","dy_config.ood.method_args.encoding_model_args.verbose","dy_config.ood.method_args.encoding_model_class","dy_config.ood.method_args.evaluate_r","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.intrinsic_dimension_calculator_args.encoding_model_class","dy_config.ood.method_args.intrinsic_dimension_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.chunk_size","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.diff_transform","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_forward_mode","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_functorch","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.use_vmap","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_args.encoding_model_class","dy_config.ood.method_args.latent_statistics_calculator_args.verbose","dy_config.ood.method_args.latent_statistics_calculator_class","dy_config.ood.method_args.lp_norm_order","dy_config.ood.method_args.percentile","dy_config.ood.method_args.radii_n","dy_config.ood.method_args.radii_range","dy_config.ood.method_args.use_forward_mode","dy_config.ood.method_args.use_functorch","dy_config.ood.method_args.use_vmap","dy_config.ood.method_args.verbose","dy_config.ood.method_args.visualization_nrow","dy_config.ood.method_args.with_std","dy_config.ood.pick_count","dy_config.ood.samples_visualization","dy_config.ood.seed"
"omniglot_vs_dgm-generated_test_amphierotic","zk1u10y2","k01s65f0","586","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","10","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-4","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"omniglot_vs_dgm-generated_train_villenage","zzpskasz","k01s65f0","569","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","10","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-4","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"emnist_vs_emnist_test_carcinophobia","dckzj8cn","k01s65f0","665","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"emnist_vs_emnist_train_anthropophagous","mmx1yikr","k01s65f0","649","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"emnist_vs_omniglot_test_jatoba","yhsfas98","k01s65f0","643","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","omniglot","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"emnist_vs_omniglot_train_electrotechnologist","x754ztmd","k01s65f0","631","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","omniglot","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"emnist_vs_fashion-mnist_test_nongeometric","6sd1jlx0","k01s65f0","621","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","fashion-mnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"emnist_vs_fashion-mnist_train_dishtowels","n02vr80c","k01s65f0","616","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","fashion-mnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"emnist_vs_mnist_test_semoted","vo6voqxh","k01s65f0","644","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","mnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"emnist_vs_mnist_train_futures","dgi8ebx7","k01s65f0","616","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","mnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"emnist_vs_dgm-generated_test_germinability","9rh9t7iy","k01s65f0","603","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","10","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"emnist_vs_dgm-generated_train_overinflated","194leiyn","k01s65f0","632","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","emnist","","","","","false","8","8","8","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_emnist_papillous_jr5k61wg_final/run_config.json","10","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"fashion-mnist_vs_emnist_test_perambulator","12djxftc","k01s65f0","637","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"fashion-mnist_vs_emnist_train_counterbalances","6qlddj7n","k01s65f0","624","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"fashion-mnist_vs_omniglot_test_cataleptically","y3l7sx6t","k01s65f0","609","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","omniglot","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"fashion-mnist_vs_omniglot_train_coagencies","g2sj48ja","k01s65f0","623","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","omniglot","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"fashion-mnist_vs_fashion-mnist_test_uncledom","uamdkgu1","k01s65f0","627","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","fashion-mnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"fashion-mnist_vs_fashion-mnist_train_putschism","t5no5idv","k01s65f0","592","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","fashion-mnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"fashion-mnist_vs_mnist_test_unparametrized","keqoa3ne","k01s65f0","595","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","mnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"fashion-mnist_vs_mnist_train_gastroenteroanastomosis","5qlfn9ao","k01s65f0","609","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","mnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"fashion-mnist_vs_dgm-generated_test_xerophthalmic","v2ew9hc3","k01s65f0","583","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","10","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"fashion-mnist_vs_dgm-generated_train_saturnicentric","0yx782g1","k01s65f0","574","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","fashion-mnist","","","","","false","8","8","8","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_fashion-mnist_barroom_sax6meoj_final/run_config.json","10","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"mnist_vs_emnist_test_arrowbush","2u9p3g80","k01s65f0","643","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"mnist_vs_emnist_train_countermure","6b4whrjg","k01s65f0","624","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"mnist_vs_omniglot_test_microgametophyte","ynietwoj","k01s65f0","595","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","8","8","8","train","omniglot","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"mnist_vs_omniglot_train_basyl","qczgwvbu","k01s65f0","592","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","8","8","8","train","omniglot","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"mnist_vs_fashion-mnist_test_twazzy","snevuuuk","k01s65f0","585","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","8","8","8","train","fashion-mnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"mnist_vs_fashion-mnist_train_woodsere","vwjfpf8y","k01s65f0","569","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","8","8","8","train","fashion-mnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"mnist_vs_mnist_test_constrainingly","s3b4qymk","k01s65f0","620","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","8","8","8","train","mnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"mnist_vs_mnist_train_hysteromania","q3uhbeac","k01s65f0","612","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","8","8","8","train","mnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"mnist_vs_dgm-generated_test_suttee","0y2ui7w1","k01s65f0","602","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","8","8","8","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","10","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"mnist_vs_dgm-generated_train_hypercube","k750jbgq","k01s65f0","575","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","mnist","","","","","false","8","8","8","train","dgm-generated","1000","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_mnist_agenizing_xhkxy2eu_final/run_config.json","10","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"omniglot_vs_emnist_test_fader","5typwnih","k01s65f0","633","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"omniglot_vs_emnist_train_capiteaux","76uzbcpo","k01s65f0","641","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","emnist","","","","","false","8","8","8","train","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
"omniglot_vs_omniglot_test_browd","lllrntb3","k01s65f0","605","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/checkpoints/de_nf_best_valid.pt","checkpoints-443rgkyn/PiecewiseRationalQuadraticCouplingTransform_omniglot_polysynthetic_v816f4eg_final/run_config.json","omniglot","","","","","false","8","8","8","train","omniglot","","","","","false","8","8","8","test","true","","ood.latent.IntrinsicDimensionOODDetection","false","15","","","","","","","","","","","","-10","1","false","true","true","false","2","ood.latent.EncodingFlow","0","","","","","","","","","","","","","","","","","2","","","128","","100"
